,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
41,25615,Login and Registration from Scratch with PHP and MySQL,https://www.udemy.com/authentication-from-scratch-with-php-and-mysql/,TRUE,20,1128,77,36,Intermediate Level,2,2012-10-24T09:54:08Z,Web Development
42,25794,How To Crowdfund,https://www.udemy.com/how-to-crowdfund/,TRUE,30,43,6,17,All Levels,1.5,2012-10-02T22:00:03Z,Business Finance
43,26648,Play Guitar and Understand Music Quick & Easy in 28 Days!,https://www.udemy.com/how-to-play-guitar-really-understand-music/,TRUE,20,738,6,64,All Levels,9.5,2012-10-13T23:40:19Z,Musical Instruments
44,26845,Advanced HTML5 Tutorial for Web Developers,https://www.udemy.com/advanced-html5-for-web-developers/,TRUE,50,11847,57,57,All Levels,7.5,2012-10-17T11:07:41Z,Web Development
45,26956,Learn Guitar in 21 Days,https://www.udemy.com/learn-guitar-in-21-days/,TRUE,20,26504,192,82,Beginner Level,2.5,2012-10-21T20:36:50Z,Musical Instruments
46,27681,Piano Improvisation from Day One,https://www.udemy.com/piano-improvisation-from-day-one/,TRUE,20,1249,37,21,All Levels,3,2013-03-01T07:39:22Z,Musical Instruments
47,28172,Practical Trading on Financial Futures & Options Markets,https://www.udemy.com/getting-started-with-option-spreads/,TRUE,50,43,0,25,Beginner Level,4,2012-11-12T15:01:43Z,Business Finance
48,28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,TRUE,75,43285,525,24,All Levels,4,2013-01-03T00:55:31Z,Web Development
49,28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,TRUE,75,43285,525,24,All Levels,4,2013-01-03T00:55:31Z,Web Development
50,28556,Discover How to Draw and paint Comics,https://www.udemy.com/learn-to-draw-and-paint/,TRUE,65,8901,424,85,All Levels,62,2012-11-21T22:03:54Z,Graphic Design
51,30240,The Ultimate Web Development Course,https://www.udemy.com/build-an-instant-update-database-interface-with-jquery-ajax/,TRUE,50,9881,329,136,All Levels,12,2013-08-25T16:16:52Z,Web Development
52,30243,Mastering HTML5 Programming - The Easier Way,https://www.udemy.com/html5-programming-tutorials/,TRUE,75,21653,138,35,All Levels,7,2013-01-07T11:44:35Z,Web Development
53,30261,"Kids Coding -Introduction to HTML, CSS and JavaScript",https://www.udemy.com/kids-coding-introduction-to-html-css-and-javascript/,TRUE,200,2355,143,215,Beginner Level,7,2012-11-26T20:00:40Z,Web Development
54,30318,Learning JavaScript Programming Tutorial. A Definitive Guide,https://www.udemy.com/programming-javascript/,TRUE,50,17113,380,93,All Levels,9.5,2012-11-26T13:51:56Z,Web Development
55,30911,HTML5 APIs For JavaScript - A Course For Web Developers ,https://www.udemy.com/html5-apis-for-javascript-a-course-for-web-developers/,TRUE,50,7706,62,45,All Levels,5,2012-11-30T17:33:41Z,Web Development
56,31150,Advance Design of Logos and Brand Identity   ,https://www.udemy.com/advance-design-of-logos-and-brand-identity/,TRUE,20,34,4,38,All Levels,2,2013-02-16T00:06:30Z,Graphic Design
57,32033,Aprende batería con el nuevo método IDT,https://www.udemy.com/idtbateria/,TRUE,20,335,32,25,All Levels,2,2012-12-24T22:17:59Z,Musical Instruments
58,32649,PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,https://www.udemy.com/learning-php-and-mysql-development-the-easy-way/,TRUE,50,5549,92,143,All Levels,15.5,2012-12-15T15:22:52Z,Web Development
59,32908,Finance and Accounting for Startups,https://www.udemy.com/finance-and-accounting-for-startups/,TRUE,50,1175,92,75,All Levels,12.5,2013-01-15T02:01:23Z,Business Finance
60,34332,Aprende a tocar la guitarra,https://www.udemy.com/aprende-a-tocar-la-guitarra/,TRUE,50,7,1,25,All Levels,1.5,2013-02-22T18:19:38Z,Musical Instruments
61,34882,Creating an MP3 Player with HTML5,https://www.udemy.com/creating-an-mp3-player-with-html5/,TRUE,20,14551,169,14,All Levels,1.5,2013-01-31T13:44:52Z,Web Development
62,35131,Introduction to Small Business Accounting Training Tutorial,https://www.udemy.com/introduction-to-small-business-accounting-training-tutorial/,TRUE,25,168,9,75,Beginner Level,3.5,2013-01-09T02:57:25Z,Business Finance
63,35409,Profits Turbo,https://www.udemy.com/profits-turbo/,TRUE,20,10,0,7,Intermediate Level,5.5,2013-06-03T15:35:46Z,Business Finance
64,37684,Learn To Program JavaScript (in ten easy steps),https://www.udemy.com/learn-to-program-javascript-in-ten-easy-steps/,TRUE,75,2721,96,44,Beginner Level,5.5,2013-05-20T09:36:54Z,Web Development
65,37821,Quick and Quirky Caricatures - Learn in an Hour!,https://www.udemy.com/quick-and-quirky-caricatures/,TRUE,20,139,14,9,Beginner Level,1.5,2013-01-24T18:40:06Z,Graphic Design
66,38456,Essential Options: Strategies for Mastering the Stock Market,https://www.udemy.com/essentialoptions/,TRUE,50,211,9,27,Intermediate Level,5,2013-03-06T05:28:43Z,Business Finance
67,40039,Comprehensive Forex Mastery Program,https://www.udemy.com/forex-mastery/,TRUE,45,650,107,97,All Levels,10,2013-02-07T19:50:45Z,Business Finance
68,40495,World's Fastest Piano Method - The Piano Revolution!,https://www.udemy.com/decplay-the-fastest-way-to-learn-piano/,TRUE,95,1199,58,31,Beginner Level,2,2013-02-18T20:31:06Z,Musical Instruments
69,40670,Professional Trader's Mindset - Complete Forex Course,https://www.udemy.com/professional-trader-mindset/,TRUE,50,4702,17,6,All Levels,1,2013-06-07T17:07:48Z,Business Finance
70,41145,Learn Call Options and Put Options - Introduction to Options,https://www.udemy.com/learn-options-trading-introduction-call-put-options/,TRUE,60,1017,74,20,Beginner Level,3,2013-02-15T20:43:11Z,Business Finance
71,41295,Learn HTML5 Programming From Scratch,https://www.udemy.com/learn-html5-programming-from-scratch/,FALSE,0,268923,8629,45,All Levels,10.5,2013-02-14T07:03:41Z,Web Development
72,41356,Create a Responsive Business Website with WordPress,https://www.udemy.com/creating-a-business-website-with-a-responsive-design/,TRUE,95,1659,73,38,All Levels,5.5,2013-03-25T01:44:54Z,Web Development
73,41884,Getting Started with Playing Guitar,https://www.udemy.com/getting-started-with-playing-guitar/,FALSE,0,47652,1141,26,Beginner Level,4,2013-05-29T15:28:07Z,Musical Instruments
74,41890,Beginners Guide to Playing Guitar - Step-by-step System,https://www.udemy.com/beginners-guide-to-playing-guitar/,TRUE,85,384,25,98,Beginner Level,10.5,2013-06-10T14:49:09Z,Musical Instruments
75,41961,"Options Foundation - Time Decay, Implied Volatility, Greeks",https://www.udemy.com/learn-options-trading/,TRUE,60,459,25,14,Beginner Level,3,2013-02-17T01:48:33Z,Business Finance
76,41973,"Silver, Gold, and Inflation",https://www.udemy.com/got-gold-get-gold-inflation/,FALSE,0,5597,76,11,Beginner Level,1,2013-02-16T16:08:05Z,Business Finance
77,42040,Buying Call and Put Options - Options beginner strategies,https://www.udemy.com/buy-call-options-buy-put-options-trading-strategies/,TRUE,60,266,20,14,Intermediate Level,3,2013-02-18T10:54:27Z,Business Finance
78,42146,Advanced Finance and Accounting for Startups,https://www.udemy.com/advanced-finance-and-accounting-for-startups/,TRUE,40,188,7,48,Intermediate Level,6.5,2014-02-27T17:58:02Z,Business Finance
79,42197,Options Spreads Bundle-  the heart of Options Trading,https://www.udemy.com/options-spreads-explained/,TRUE,120,623,43,8,Intermediate Level,2.5,2013-02-19T15:04:46Z,Business Finance
80,42251,Blues and Advanced Guitar Lessons,https://www.udemy.com/blues-and-advanced-guitar-lessons/,TRUE,85,1235,46,131,All Levels,7.5,2013-06-10T16:25:30Z,Musical Instruments
81,42255,Old-Time Banjo for the Absolute Beginner,https://www.udemy.com/old-time-banjo-for-the-absolute-beginner/,TRUE,25,192,21,17,Beginner Level,1.5,2014-03-12T15:55:49Z,Musical Instruments
82,42271,Complete Guitar System - Beginner to Advanced,https://www.udemy.com/complete-guitar-system-beginner-to-advanced/,TRUE,145,32935,2713,310,All Levels,34,2013-05-29T15:24:47Z,Musical Instruments
83,42491,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,https://www.udemy.com/advanced-credit-spreads/,TRUE,60,607,55,16,Intermediate Level,2,2013-03-05T11:31:37Z,Business Finance
84,42634,"Advanced Options Concepts - Probability, Greeks, Simulation",https://www.udemy.com/advanced-options-analysis/,TRUE,60,968,81,10,Intermediate Level,2,2013-02-27T13:05:27Z,Business Finance
85,42640,Technical Analysis - A practical approach for trade entry,https://www.udemy.com/learn-technical-analysis/,TRUE,60,454,52,15,Expert Level,2,2013-02-24T04:47:36Z,Business Finance
86,42642,The Basics Of Volume Analysis,https://www.udemy.com/volume-analysis-basis/,TRUE,60,611,57,13,All Levels,1.5,2013-02-24T13:23:14Z,Business Finance
87,42643,Master Iron Condors - Double the credit for half the risk,https://www.udemy.com/iron-condor-options-trading-strategy/,TRUE,60,1338,139,7,Expert Level,1,2013-03-02T13:27:41Z,Business Finance
88,42645,"Backspreads, Diagonals and Butterflies - Advanced Strategies",https://www.udemy.com/calendars-diagonals-butterfly-spreads/,TRUE,60,737,41,10,Expert Level,2,2013-03-03T22:15:18Z,Business Finance
89,42651,Straddles and Strangles - Volatility moves in any direction,https://www.udemy.com/straddles-and-strangles/,TRUE,60,775,54,11,Expert Level,1.5,2013-03-12T12:30:40Z,Business Finance
90,43291,La costruzione del budget di una proposta comunitaria,https://www.udemy.com/la-costruzione-del-budget-di-una-proposta-comunitaria/,TRUE,50,10,1,5,Intermediate Level,1,2015-01-30T16:29:35Z,Business Finance
91,43319,Options Trading Basics (3-Course Bundle),https://www.udemy.com/learn-options-trading-courses/,TRUE,180,10100,985,45,Beginner Level,11,2013-02-25T11:36:06Z,Business Finance
92,43441,"Master 'Technical Analysis and Chart reading skills Bundle""",https://www.udemy.com/master-technical-analysis-and-chart-reading-skills-bundle/,TRUE,120,3348,352,13,All Levels,3,2013-02-25T21:38:29Z,Business Finance
93,43778,"Buying, Selling, and Storing Precious Metal",https://www.udemy.com/got-gold-get-gold-buying-and-selling-precious-metal/,TRUE,20,74,1,14,All Levels,1,2013-02-27T03:38:36Z,Business Finance
94,44319,Master Calendar Spreads with this live trade on Gold (GLD),https://www.udemy.com/calendar-spreads/,TRUE,60,540,44,6,Expert Level,1,2013-03-02T14:03:59Z,Business Finance
95,44836,Option Spreads and Credit Spreads Bundle,https://www.udemy.com/option-spreads-and-credit-spreads-bundle/,TRUE,180,2212,194,24,Expert Level,4.5,2013-03-05T18:27:38Z,Business Finance
96,45136,Weekly Options and study of Options expiration dynamics,https://www.udemy.com/weekly-options/,TRUE,60,779,56,6,Expert Level,1,2013-03-08T12:22:12Z,Business Finance
97,45139,"Get to know the VIX Index (aka 'The Fear Index)""",https://www.udemy.com/vix-index/,TRUE,60,727,64,9,All Levels,1,2013-03-08T11:42:48Z,Business Finance
98,45941,The CSS and CSS3 Crash Course,https://www.udemy.com/the-css-and-css3-crash-course/,TRUE,150,2051,99,76,All Levels,13,2013-03-15T16:13:42Z,Web Development
99,46010,TechniTrader Leading Hybrid Indicator Trading,https://www.udemy.com/leading-hybrid-indicator-trading/,TRUE,20,4117,54,5,Intermediate Level,1,2013-04-04T21:36:10Z,Business Finance
100,46524,Rock-Solid Brands,https://www.udemy.com/rock-solid-brands/,TRUE,20,134,4,13,Beginner Level,0.516666667,2016-02-17T17:06:32Z,Graphic Design
101,46927,Basics of Business Finance,https://www.udemy.com/basics-of-business-finance/,TRUE,30,4855,64,24,Beginner Level,4,2013-03-22T17:42:18Z,Business Finance
102,46933,Business Accounts For Managers,https://www.udemy.com/business-accounts-for-managers/,TRUE,30,16,0,23,Beginner Level,3,2013-04-23T13:07:51Z,Business Finance
103,47004,Photoshop Course: Design an eBook Cover in Photoshop,https://www.udemy.com/ebook-cover-design/,TRUE,50,11893,69,40,All Levels,3,2013-04-25T17:04:18Z,Graphic Design
104,47504,Use Crowdfunding Effectively With Indiegogo and Kickstarter,https://www.udemy.com/learncrowdfunding/,FALSE,0,6533,32,9,All Levels,2,2013-06-25T15:22:28Z,Business Finance
105,47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",https://www.udemy.com/coding-for-entrepreneurs/,TRUE,195,23412,799,251,All Levels,45,2013-04-08T00:46:14Z,Web Development
106,48841,Accounting in 60 Minutes - A Brief Introduction,https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/,FALSE,0,56659,4397,16,Beginner Level,1.5,2013-04-07T21:39:25Z,Business Finance
107,49553,Essential Skills for Designers - Masking,https://www.udemy.com/photoshop-masking/,TRUE,45,646,30,25,All Levels,2,2013-05-11T17:38:32Z,Graphic Design
108,49798,Bitcoin or How I Learned to Stop Worrying and Love Crypto,https://www.udemy.com/bitcoin-or-how-i-learned-to-stop-worrying-and-love-crypto/,FALSE,0,65576,936,24,All Levels,8,2013-04-20T02:25:22Z,Business Finance
109,49886,Business Analysis:  Working with Use Cases,https://www.udemy.com/usecases/,TRUE,90,2338,224,5,All Levels,1.5,2013-04-17T19:33:22Z,Business Finance
110,50522,Become Exceptional in HTML and HTML5,https://www.udemy.com/become-exceptional-in-html-html5/,TRUE,20,16486,86,34,All Levels,6.5,2014-03-21T08:58:42Z,Web Development
111,50528,The Complete Wordpress Plugin Development Course - 8 Plugins,https://www.udemy.com/wordpress-plugin-development/,TRUE,200,1215,58,33,All Levels,2.5,2013-05-29T15:09:48Z,Web Development
112,50587,HTML & CSS From Scratch in 30 Days,https://www.udemy.com/html5-css3-responsive/,TRUE,75,2697,64,82,Beginner Level,11.5,2013-04-22T18:19:38Z,Web Development
113,51752,Just chords Piano: Learn to Play Piano Quickly - No Music,https://www.udemy.com/just-chords-piano/,TRUE,85,2357,15,53,Beginner Level,5,2013-05-02T11:38:58Z,Musical Instruments
114,52118,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",https://www.udemy.com/weekly-forex-analysis-by-baraq-adnan/,FALSE,0,3035,12,14,All Levels,1.5,2016-06-20T21:02:36Z,Business Finance
115,52457,The Logo Design Process From Start To Finish,https://www.udemy.com/the-logo-design-process-from-start-to-finish/,TRUE,95,2361,74,40,All Levels,5.5,2013-09-24T03:52:32Z,Graphic Design
116,53157,Beginning Flute Lessons,https://www.udemy.com/beginning-flute-lessons/,TRUE,20,137,12,17,Beginner Level,2.5,2013-05-29T23:20:37Z,Musical Instruments
117,53211,Matemática Financeira de um jeito fácil,https://www.udemy.com/matematica-financeira2/,TRUE,95,401,67,20,All Levels,1.5,2013-07-23T20:45:33Z,Business Finance
118,53256,Bootstrap Basics: Program Responsive Websites,https://www.udemy.com/code-responsive-website-twitter-bootstrap/,TRUE,75,4743,393,28,All Levels,3,2013-08-09T13:02:39Z,Web Development
119,53277,Guitar for Music Educators: Learning How to Teach Guitar,https://www.udemy.com/guitar-for-music-educators/,TRUE,20,32,3,22,Beginner Level,1.5,2013-07-26T21:26:05Z,Musical Instruments
120,53549,Essential Skills for Designers - Mastering the Pen Tool,https://www.udemy.com/pen-tool/,TRUE,45,387,24,24,All Levels,2,2013-05-13T12:59:21Z,Graphic Design
121,53556,Essential Skills for Designers - Working with Type,https://www.udemy.com/working-with-type/,TRUE,45,219,11,25,All Levels,2,2013-05-13T12:59:44Z,Graphic Design
122,54246,3 documentos clave para administrar tu empresa con éxito,https://www.udemy.com/3-documentos-clave-para-administrar-tu-empresa-con-exito/,TRUE,45,40,6,18,Intermediate Level,1,2013-05-16T10:03:47Z,Business Finance
123,54677,Revealed: Profitable Principles of Successful Traders ,https://www.udemy.com/revealed-profitable-secrets-of-successful-traders/,TRUE,25,1046,5,26,All Levels,3,2013-05-19T01:51:44Z,Business Finance
124,55136,Precious Metal Equities,https://www.udemy.com/precious-metal-equities/,TRUE,20,28,1,8,All Levels,1,2013-05-26T14:14:33Z,Business Finance
125,55569,Los 7 Acordes para Tocarlo Todo en un fin de semana,https://www.udemy.com/los-7-acordes-para-tocarlo-todo/,TRUE,20,332,23,42,Beginner Level,2,2013-07-06T10:46:25Z,Musical Instruments
126,56058,Surpassing Your Kickstarter Goals,https://www.udemy.com/surpassing-your-kickstarter-goals/,TRUE,30,124,7,12,All Levels,1,2013-05-24T17:42:25Z,Business Finance
127,56259,jQuery UI In Depth,https://www.udemy.com/jquery-ui-in-depth/,TRUE,25,1520,21,52,All Levels,10.5,2013-07-28T18:48:28Z,Web Development
128,56513,Social Network Web Development,https://www.udemy.com/how-to-create-a-social-network-site-from-scratch/,TRUE,200,2698,29,57,All Levels,8,2013-09-03T06:29:24Z,Web Development
129,56585,Twitter Bootstrap 2 for Beginners,https://www.udemy.com/twitter-bootstrap/,TRUE,20,2388,139,12,Beginner Level,1,2013-05-29T18:13:10Z,Web Development
130,56926,School of Raising Capital: Agile Financial Modeling,https://www.udemy.com/agilefinancialmodeling/,TRUE,20,12,1,11,All Levels,1.5,2013-06-28T16:41:04Z,Business Finance
131,56970,Drum Set for Beginners,https://www.udemy.com/drum-set-for-beginners/,TRUE,20,119,8,26,Beginner Level,3.5,2013-10-02T02:34:36Z,Musical Instruments
132,57415,Interpreting Financial Statements,https://www.udemy.com/financialstatements/,TRUE,20,1449,29,23,Beginner Level,1.5,2013-06-06T21:50:57Z,Business Finance
133,58653,How to Build a CMS with PHP,https://www.udemy.com/make-a-cms/,TRUE,50,1096,33,10,Beginner Level,1,2013-06-07T01:50:46Z,Web Development
134,58791,Toon Boom Studio Tutorial - Cartoon Animation Made Simple,https://www.udemy.com/toon-boom-studio-tutorial/,TRUE,50,342,20,81,All Levels,5,2013-06-07T15:38:12Z,Graphic Design
135,58977,Financial Statements Made Easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,TRUE,95,8095,249,12,Beginner Level,0.583333333,2013-06-09T00:21:26Z,Business Finance
136,59014,Coding for Entrepreneurs Basic,https://www.udemy.com/coding-for-entrepreneurs-basic/,FALSE,0,161029,279,27,Beginner Level,3.5,2013-06-09T15:51:55Z,Web Development
137,59535,HTML for Beginners,https://www.udemy.com/hmtl5-training/,FALSE,0,8592,336,35,Beginner Level,2.5,2013-07-20T00:52:41Z,Web Development
138,59725,Small Business and Managerial Accounting Training Tutorial,https://www.udemy.com/small-business-and-managerial-accounting-training-tutorial/,TRUE,20,117,3,71,Beginner Level,3.5,2013-06-19T17:52:07Z,Business Finance
139,59922,Best Beginner Guitar Lessons by Sam Lyons,https://www.udemy.com/best-beginner-guitar-lessons-by-sam-lyons-udemy/,TRUE,20,14560,20,32,All Levels,2,2013-06-16T17:54:10Z,Musical Instruments
140,60792,Learn to Use jQuery UI Widgets,https://www.udemy.com/learn-to-use-jquery-ui-widgets/,FALSE,0,23669,521,9,Beginner Level,1,2013-06-23T02:38:19Z,Web Development
141,62252,"Improvise Puccini´s 'E Lucevan le Stelle on Piano""",https://www.udemy.com/compose-and-improvise-through-puccini/,TRUE,20,169,3,16,All Levels,2,2013-10-21T13:48:20Z,Musical Instruments
142,62497,How to Draw Cute Cartoon Characters,https://www.udemy.com/draw-cute-characters/,TRUE,55,4080,522,26,All Levels,2,2013-10-01T01:11:51Z,Graphic Design
143,62721,Anatomy for Figure Drawing: Mastering the Human Figure,https://www.udemy.com/anatomy-for-figure-drawing-and-comics/,TRUE,95,15500,754,65,All Levels,68.5,2013-10-16T11:37:30Z,Graphic Design
144,63612,1 Hour JavaScript,https://www.udemy.com/1-hour-javascript/,TRUE,200,22999,602,18,Beginner Level,1,2013-07-04T15:27:02Z,Web Development
145,63712,create 9 professional logo design full version,https://www.udemy.com/create-9-professional-logo-design-full-version-beginner/,TRUE,35,91,3,34,All Levels,2,2013-07-23T10:40:16Z,Graphic Design
146,64078,iPhone icons in iOS7 - learn flat design,https://www.udemy.com/iphone-icon-secrets-flat-design/,TRUE,20,165,4,41,All Levels,3,2013-08-21T20:00:26Z,Graphic Design
147,64173,Trading: How Transformative Learning Drives Expertise,https://www.udemy.com/trading-how-transformative-learning-drives-expertise/,TRUE,30,69,2,16,All Levels,1,2013-07-15T17:20:29Z,Business Finance
148,64422,1 Hour HTML,https://www.udemy.com/1-hour-html/,TRUE,200,16212,514,20,Beginner Level,1,2013-07-09T03:16:26Z,Web Development
